10.6667,17,10,17
11.3667,14,10.5,15.5
12.4667,12,11,14.3333
11.8,16,11,14.75
10.6667,17,10.8,15.2
2.73333,7,2,7
3.16667,9,2.5,8
2,0,2,0
0,0,1,0
2,0,1.33333,0
4,0,2,0
1,0,1.8,0
0,0,0,0
2,0,1,0
0,0,0.666667,0
3,0,1.25,0
2,0,1.4,0
2,0,1.5,0
0,0,1.28571,0
0,0,1.125,0
1,0,1.11111,0
2,0,1.2,0
4,0,1.45455,0
2,0,1.5,0
0,0,1.38462,0
1,0,1.35714,0
0,1,1.26667,0.0666667
4,0,1.4375,0.0625
0,1,1.35294,0.117647
2,0,1.38889,0.111111
4,0,1.52632,0.105263
2,0,1.55,0.1
3,0,1.61905,0.0952381
0,0,0,0
2,0,1,0
0,0,0.666667,0
1,0,0.75,0
2.66667,2,2,2
1.33333,2,1.5,2
5,0,5,0
1.66667,2,1,2
4,2,4,2
4,2,4,2
1.66667,2,1,2
1.66667,1,1,1
3.33333,1,3,1
0.666667,1,0,1
0,1,0,1
0.333333,2,0,2
0,1,0,1.5
1.33333,1,1,1
0,2,0,2
0.25,2,0,2
0.75,2,0,2
1,2,0.333333,2
0.25,4,0,4
2.75,2,1,3
3.25,4,3,4
1.875,5,2,4.5
3.25,1,3,1
2,1,2,1
2.25,3,2,3
1.75,3,1,3
1.5,3,1,3
2.5,3,2,3
1.75,4,1.5,3.5
3.5,1,2,2.66667
1.25,3,1.75,2.75
0.5,3,1.4,2.8
1.75,4,1.33333,3
2.25,4,1.42857,3.14286
2.75,3,1.5,3.125
2,3,1.55556,3.11111
1,4,1.5,3.2
2.5,2,1.54545,3.09091
3.25,3,1.66667,3.08333
1,4,1.61538,3.15385
3.75,3,1.71429,3.14286
2,3,1.73333,3.13333
1.25,3,1.6875,3.125
2.5,3,1.70588,3.11765
2,3,1.72222,3.11111
2,3,1.73684,3.10526
1,4,1.7,3.15
1.25,4,1.66667,3.19048
1.25,3,1.63636,3.18182
2.25,3,1.65217,3.17391
2.5,4,1.66667,3.20833
1.75,4,1.64,3.24
1,3,1.61538,3.23077
1.5,4,1.59259,3.25926
1.75,3,1.57143,3.25
0.75,3,1.51724,3.24138
1.5,3,1.5,3.23333
1.75,2,1.48387,3.19355
2,3,1.5,3.1875
1.25,4,1.48485,3.21212
2.75,3,1.5,3.20588
2.75,3,1.51429,3.2
1.75,2,1.5,3.16667
1.5,3,1.48649,3.16216
0.75,4,1.44737,3.18421
1.5,3,1.4359,3.17949
3,2,1.475,3.15
1,4,1.46341,3.17073
1.5,4,1.45238,3.19048
1.25,4,1.44186,3.2093
3.25,4,1.47727,3.22727
1,3,1.46667,3.22222
1,2,1.45652,3.19565
2,4,1.46809,3.21277
1.5,4,1.45833,3.22917
1.75,2,1.44898,3.20408
2.25,2,1.46,3.18
1,3,1.45098,3.17647
1.5,4,1.44231,3.19231
1.25,3,1.43396,3.18868
2.25,2,1.44444,3.16667
1.75,3,1.43636,3.16364
0.75,3,1.41071,3.16071
0.5,3,1.38596,3.15789
2.25,3,1.39655,3.15517
1.25,3,1.38983,3.15254
0.5,4,1.36667,3.16667
1.25,4,1.36066,3.18033
1,3,1.35484,3.17742
0.25,3,1.33333,3.1746
0.75,3,1.3125,3.17188
0,4,1.29231,3.18462
5,3,1.34848,3.18182
1,4,1.34328,3.19403
1.5,2,1.33824,3.17647
1.25,3,1.33333,3.17391
1.25,3,1.32857,3.17143
2.25,3,1.33803,3.16901
1.5,3,1.33333,3.16667
1.5,2,1.32877,3.15068
2.25,3,1.33784,3.14865
1.5,3,1.33333,3.14667
1.5,3,1.32895,3.14474
1.75,3,1.32468,3.14286
1.5,2,1.32051,3.12821
2.25,3,1.32911,3.12658
3,2,1.35,3.1125
3.5,3,1.37037,3.11111
2.25,3,1.37805,3.10976
0.5,4,1.36145,3.12048
0.75,3,1.34524,3.11905
1.75,3,1.34118,3.11765
4.9,8,4,8
2.7,9,3,8.5
5.7,7,3.66667,8
1.7,6,3,7.5
4.3,6,3.2,7.2
4.1,5,3.33333,6.83333
2.8,6,3.14286,6.71429
2.7,6,3,6.625
2.4,7,2.88889,6.66667
3.5,6,2.9,6.6
3.9,7,2.90909,6.63636
3.5,5,2.91667,6.5
2.1,7,2.84615,6.53846
1.7,5,2.71429,6.42857
2.5,10,2.66667,6.66667
3.4,6,2.6875,6.625
2.4,8,2.64706,6.70588
1.8,7,2.55556,6.72222
4,6,2.63158,6.68421
1.7,7,2.55,6.7
1.4,6,2.47619,6.66667
5.1,6,2.59091,6.63636
1.3,6,2.52174,6.6087
3.5,7,2.54167,6.625
2.2,7,2.52,6.64
2.4,10,2.5,6.76923
2.8,6,2.48148,6.74074
2.4,7,2.46429,6.75
1,8,2.41379,6.7931
2.4,7,2.4,6.8
3.5,6,2.41935,6.77419
2.8,7,2.40625,6.78125
2.8,4,2,4
1.9,7,1.5,5.5
2.1,6,1.66667,5.66667
1.1,6,1.5,5.75
1.9,7,1.4,6
2.7,6,1.5,6
2.3,6,1.57143,6
1.4,5,1.5,5.875
1.1,7,1.44444,6
1.5,6,1.4,6
3.1,4,1.54545,5.81818
2.9,5,1.58333,5.75
1.7,9,1.53846,6
2.5,4,1.57143,5.85714
1.6,6,1.53333,5.86667
2.3,5,1.5625,5.8125
2.2,5,1.58824,5.76471
4.5,3,1.72222,5.61111
2.4,9,1.73684,5.78947
2,7,1.75,5.85
2.9,5,1.7619,5.80952
1.6,6,1.72727,5.81818
4,5,1.82609,5.78261
2.4,5,1.83333,5.75
2,8,1.84,5.84
1.9,7,1.80769,5.88462
2.3,6,1.81481,5.88889
1.9,5,1.78571,5.85714
1.3,6,1.75862,5.86207
2.3,7,1.76667,5.9
1.8,5,1.74194,5.87097
3.1,6,1.78125,5.875
2.2,6,1.78788,5.87879
2.2,5,1.79412,5.85294
1.9,5,1.77143,5.82857
1.8,5,1.75,5.80556
2.1,5,1.75676,5.78378
1.8,4,1.73684,5.73684
2.5,6,1.74359,5.74359
1.8,4,1.725,5.7
1.4,7,1.70732,5.73171
2,3,1.71429,5.66667
2.3,6,1.72093,5.67442
1.7,4,1.70455,5.63636
1.4,6,1.68889,5.64444
1.7,5,1.67391,5.63043
2.3,7,1.68085,5.65957
2.5,2,1.6875,5.58333
3.1,6,1.71429,5.59184
2.1,6,1.72,5.6
1.9,9,1.70588,5.66667
1.5,6,1.69231,5.67308
2,6,1.69811,5.67925
3,4,1.72222,5.64815
2.9,5,1.72727,5.63636
3.1,6,1.75,5.64286
1.1,5,1.73684,5.63158
2.1,4,1.74138,5.60345
2.2,4,1.74576,5.57627
1.6,7,1.73333,5.6
1.8,8,1.72131,5.63934
2.3,7,1.72581,5.66129
2.1,6,1.73016,5.66667
3.4,5,1.75,5.65625
2.2,4,1.75385,5.63077
1.6,7,1.74242,5.65152
1.8,5,1.73134,5.64179
1.9,6,1.72059,5.64706
1.8,6,1.71014,5.65217
1.7,9,1.7,5.7
2,8,1.70423,5.73239
2.6,5,1.70833,5.72222
1.7,7,1.69863,5.73973
2.1,5,1.7027,5.72973
1.7,7,1.69333,5.74667
1.9,4,1.68421,5.72368
2.7,4,1.68831,5.7013
2,7,1.69231,5.71795
3.1,8,1.70886,5.74684
1.8,7,1.7,5.7625
3.1,7,1.71605,5.77778
2,7,1.71951,5.79268
2.1,4,1.72289,5.77108
2.5,7,1.72619,5.78571
1.8,6,1.71765,5.78824
2.4,5,1.72093,5.77907
1.1,7,1.71264,5.7931
2.4,7,1.71591,5.80682
1.9,5,1.70787,5.79775
1.5,5,1.7,5.78889
2.3,5,1.7033,5.78022
3,5,1.71739,5.77174
2.3,7,1.72043,5.78495
3,5,1.73404,5.7766
1.2,6,1.72632,5.77895
2.3,6,1.72917,5.78125
2.4,6,1.73196,5.78351
3.2,4,1.7449,5.76531
2.4,8,1.74747,5.78788
3.3,5,1.76,5.78
1.2,8,1.75248,5.80198
1.5,6,1.7451,5.80392
2.2,6,1.74757,5.80583
0.9,6,1.73077,5.80769
1.6,8,1.72381,5.82857
2.4,5,1.72642,5.82075
2.3,7,1.72897,5.83178
2.6,7,2,7
5.2,6,3.5,6.5
2.9,8,3,7
2.7,5,2.75,6.5
2.2,7,2.6,6.6
0.7,9,2.16667,7
2.4,7,2.14286,7
1.4,7,2,7
1.2,6,1.88889,6.88889
3.8,7,2,6.9
1.5,5,1.90909,6.72727
1.7,7,1.83333,6.75
2.6,4,1.84615,6.53846
1.8,4,1.78571,6.35714
2.4,6,1.8,6.33333
2.8,6,1.8125,6.3125
1.7,6,1.76471,6.29412
1.5,6,1.72222,6.27778
1.9,6,1.68421,6.26316
2,5,1.7,6.2
1.9,7,1,7
2.2,7,1.5,7
1.8,8,1.33333,7.33333
3,7,1.75,7.25
2.3,7,1.8,7.2
3.4,5,2,6.83333
2.2,6,2,6.71429
2,7,2,6.75
2.2,7,2,6.77778
1.3,7,1.9,6.8
3.8,8,2,6.90909
2.4,7,2,6.91667
3.2,7,2.07692,6.92308
3,7,2.14286,6.92857
2.8,6,2.13333,6.86667
2.1,8,2.125,6.9375
2.3,5,2.11765,6.82353
2.6,5,2.11111,6.72222
2.8,7,2.10526,6.73684
2.1,7,2.1,6.75
1.5,8,2.04762,6.80952
1.4,5,2,6.72727
2.8,5,2,6.65217
2.4,7,2,6.66667
2.6,6,2,6.64
2.3,6,2,6.61538
2.1,6,2,6.59259
2,7,2,6.60714
1.4,8,1.96552,6.65517
2.7,7,1.96667,6.66667
2.3,8,1.96774,6.70968
2.1,8,1.96875,6.75
1.4,9,1.93939,6.81818
2.6,8,1.94118,6.85294
0.9,7,1.88571,6.85714
2.5,6,1.88889,6.83333
2.5,5,1.89189,6.78378
1.3,6,1.86842,6.76316
1.7,7,1.84615,6.76923
2.4,7,1.85,6.775
1.7,8,1.82927,6.80488
1,8,1.80952,6.83333
2,7,1.81395,6.83721
2.1,8,1.81818,6.86364
2.5,8,1.82222,6.88889
2.5,7,1.82609,6.8913
2.3,7,1.82979,6.89362
1.6,8,1.8125,6.91667
2.2,8,1.81633,6.93878
3.2,7,1.84,6.94
1.7,6,1.82353,6.92157
1.2,8,1.80769,6.94231
2.1,7,1.81132,6.9434
1.8,8,1.7963,6.96296
1.7,8,1.78182,6.98182
2.6,8,1.78571,7
1.4,7,1.77193,7
2.1,8,1.77586,7.01724
2,7,1.77966,7.01695
2.2,6,1.78333,7
1.6,6,1.77049,6.98361
3.4,7,1.79032,6.98387
1.7,8,1.77778,7
3.7,5,1.79688,6.96875
1.9,7,1.78462,6.96923
3.6,7,1.80303,6.9697
3.4,7,1.8209,6.97015
3.6,6,1.83824,6.95588
2.8,7,1.84058,6.95652
3.2,8,1.85714,6.97143
1.7,7,1.84507,6.97183
2,6,1.84722,6.95833
2.1,6,1.84932,6.94521
2.6,7,1.85135,6.94595
2.4,7,1.85333,6.94667
2.2,8,1.85526,6.96053
2.6,7,1.85714,6.96104
2.6,4,1.85897,6.92308
2.4,8,1.86076,6.93671
2.6,7,1.8625,6.9375
1.5,8,1.85185,6.95062
2.2,7,1.85366,6.95122
1.1,7,1.84337,6.95181
3.3,7,1.85714,6.95238
3.2,8,1.87059,6.96471
1.9,8,1.86047,6.97674
3.6,7,1.87356,6.97701
2.7,6,1.875,6.96591
1.9,8,1.86517,6.97753
2.9,6,1.86667,6.96667
2,7,1.86813,6.96703
2.7,7,1.86957,6.96739
1.3,9,1.86022,6.98925
2.1,8,1.8617,7
2.6,6,1.86316,6.98947
3.1,7,1.875,6.98958
2.8,7,1.87629,6.98969
2.3,6,1.87755,6.97959
2.8,7,1.87879,6.9798
1.2,7,1.87,6.98
2.5,7,1.87129,6.9802
1.2,7,1.86275,6.98039
2.1,7,1.86408,6.98058
2.6,7,1.86538,6.98077
1.1,8,1.85714,6.99048
1.9,9,1.84906,7.00943
1.7,8,1.84112,7.01869
2,5,1.84259,7
1.5,9,1.83486,7.01835
1.5,8,1.82727,7.02727
2.3,6,1.82883,7.01802
2.3,8,1.83036,7.02679
1.2,8,1.82301,7.0354
2.4,8,1.82456,7.04386
2.4,6,1.82609,7.03478
1.9,8,1.81897,7.0431
2.6,6,1.82051,7.03419
1.7,7,1.81356,7.0339
2.1,6,1.81513,7.02521
1.8,7,1.80833,7.025
2,7,1.80992,7.02479
3.6,7,1.81967,7.02459
1.7,7,1.81301,7.02439
2,7,1.81452,7.02419
