0.2,30
0.133333,28
0.233333,29
0.266667,30
0.166667,30
0.3,28
0.233333,30
0.266667,30
0.266667,28
0.266667,30
0.233333,28
0.2,29
0.333333,27
0.233333,29
0.3,29
0.3,30
0.2,28
0.3,29
0.333333,24
0.333333,23
0.3,28
0.233333,29
0.3,29
0.3,29
0.266667,30
0.3,28
0.233333,30
0.233333,30
0.233333,30
0.233333,28
0.133333,30
0.266667,30
0.3,29
0.266667,29
0.333333,26
0.166667,30
0.3,30
0.266667,30
0.266667,28
0.266667,29
0.3,28
0.3,30
0.333333,23
0.333333,25
0.3,26
0.266667,28
0.266667,29
0.333333,27
0.3,29
0.3,27
0.333333,22
0.266667,28
0.333333,25
0.266667,25
0.333333,26
0.233333,28
0.233333,29
0.333333,28
0.3,29
0.266667,26
0.266667,28
0.3,28
0.333333,19
0.266667,25
0.3,26
0.233333,26
0.3,27
0.266667,25
0.3,25
0.3,25
0.266667,23
0.333333,21
0.3,22
0.3,23
0.333333,21
0.333333,13
0.333333,21
0.333333,21
0.333333,20
0.333333,16
0.3,23
0.333333,13
0.333333,10
0.333333,18
0.333333,14
0.3,18
0.3,19
0.333333,13
0.333333,21
0.333333,10
0.333333,12
0.333333,10
0.333333,10
0.333333,14
0.3,15
0.333333,7
0.333333,8
0.333333,7
0.333333,12
0.3,12
0.3,16
0.3,14
0.333333,8
0.333333,4
0.333333,7
0.333333,5
0.333333,5
0.333333,11
0.333333,7
0.333333,3
0.333333,8
0.333333,8
0.333333,6
0.333333,10
0.333333,5
0.3,9
0.333333,6
0.333333,6
0.333333,3
0.333333,8
0.333333,9
0.333333,4
0.333333,5
0.333333,6
0.333333,4
0.333333,1
0.333333,3
0.333333,8
0.333333,4
0.333333,4
0.333333,10
0.333333,4
0.333333,3
0.333333,5
0.333333,5
0.333333,6
0.333333,7
0.333333,3
0.333333,1
0.333333,9
0.333333,2
0.333333,3
0.333333,5
0.333333,3
0.333333,3
0.333333,5
0.333333,6
0.333333,5
0.333333,4
0.333333,4
0.333333,3
0.333333,3
0.333333,4
0.333333,4
0.333333,7
0.333333,1
0.333333,1
0.333333,3
0.333333,4
0.333333,4
0.333333,4
0.333333,9
0.333333,5
0.333333,4
0.333333,3
0.333333,2
0.3,6
0.333333,1
0.3,1
0.333333,2
0.333333,1
0.333333,0
0.333333,3
0.333333,5
0.333333,5
0.333333,1
0.333333,3
0.333333,2
0.333333,4
0.333333,4
0.333333,1
0.333333,6
0.333333,3
0.333333,1
0.333333,3
0.333333,2
0.333333,2
0.333333,3
0.333333,0
0.333333,3
0.333333,2
0.333333,2
0.333333,2
0.333333,0
0.333333,3
0.333333,2
0.333333,1
0.333333,2
0.333333,3
0.333333,0
0.333333,1
0.333333,0
0.333333,3
0.333333,4
0.333333,2
0.333333,1
0.333333,4
0.333333,3
0.333333,4
0.333333,1
0.333333,1
0.333333,1
0.333333,1
0.333333,3
0.333333,1
0.333333,1
0.333333,0
0.333333,3
0.333333,3
0.333333,3
