7.26667,7,7,7
7.46667,6,7,6.5
6.33333,11,6.66667,8
6.13333,8,6.5,8
6,9,6.4,8.2
5.9,9,6.16667,8.33333
7,10,6.28571,8.57143
6.3,9,6.25,8.625
6.9,8,6.22222,8.55556
7,12,6.3,8.9
5.43333,10,6.18182,9
6.6,9,6.16667,9
6.1,8,6.15385,8.92308
6.7,9,6.14286,8.92857
5.4,7,6.06667,8.8
6.76667,9,6.0625,8.8125
6.36667,9,6.05882,8.82353
6.8,13,6.05556,9.05556
7.5,8,6.10526,9
7.33333,7,6.15,8.9
