0.8,24
0.8,23
0.8,23
0.733333,22
0.8,23
0.8,23
0.766667,25
0.8,23
0.8,24
0.8,24
0.766667,22
0.8,24
0.766667,24
0.8,25
0.8,22
0.733333,23
0.766667,25
0.733333,24
0.7,23
0.7,24
0.733333,24
0.766667,24
0.666667,23
0.733333,23
0.766667,24
0.8,22
0.766667,25
0.766667,24
0.8,24
0.7,24
0.8,24
0.766667,23
0.766667,21
0.766667,21
0.733333,21
0.8,22
0.8,18
0.8,21
0.7,20
0.8,14
0.733333,16
0.8,16
0.766667,16
0.8,12
0.733333,13
0.8,12
0.8,12
0.8,11
0.8,12
0.733333,12
0.766667,8
0.8,10
0.8,9
0.8,6
0.8,9
0.766667,8
0.8,9
0.8,6
0.8,6
0.8,6
0.8,5
0.8,6
0.8,7
0.8,8
0.8,5
0.8,6
0.8,2
0.8,5
0.8,6
0.8,6
0.8,4
0.766667,6
0.8,2
0.8,4
0.8,3
0.8,5
0.766667,5
0.8,5
0.8,4
0.8,6
0.8,3
0.8,2
0.8,2
0.8,3
0.8,2
0.8,3
0.766667,3
0.766667,3
0.8,2
0.8,3
0.8,0
0.8,1
0.8,0
0.8,1
0.8,3
0.8,1
0.8,1
0.766667,3
0.8,1
0.766667,0
0.8,0
0.8,2
0.8,2
0.8,0
0.8,0
0.8,1
0.8,1
0.8,2
0.8,0
0.8,2
0.8,1
0.8,1
0.8,1
0.8,1
0.8,1
0.8,0
0.8,0
0.8,0
0.8,0
0.8,2
0.8,1
0.8,1
0.8,0
0.8,0
0.8,1
0.8,2
0.8,2
0.8,1
0.8,1
0.8,0
0.8,0
0.8,1
0.8,0
0.8,1
0.766667,1
0.8,0
0.8,0
0.8,0
0.8,0
0.8,2
0.8,2
0.8,1
0.8,2
0.8,1
0.8,0
0.8,1
0.8,0
0.8,0
0.8,1
0.8,0
0.8,0
0.8,2
0.8,0
0.8,0
0.8,1
0.766667,0
0.8,0
0.8,1
0.8,0
0.8,0
0.8,1
0.8,0
0.8,0
0.8,0
0.8,1
0.8,0
0.8,0
0.8,2
0.8,0
0.8,0
0.8,0
0.8,1
0.8,1
0.8,2
0.8,0
0.8,0
0.8,1
0.8,1
0.8,0
0.8,1
0.8,0
0.8,1
0.8,1
0.8,0
0.8,0
0.8,3
0.8,1
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,1
0.8,0
0.8,0
0.8,2
0.8,2
0.8,0
0.8,1
0.8,1
0.8,1
0.8,1
0.8,0
0.8,0
0.8,3
0.8,0
0.8,1
0.8,1
0.8,1
0.766667,0
0.8,2
0.8,0
0.8,1
0.8,0
0.8,0
0.8,0
0.8,2
0.8,0
0.8,0
0.766667,0
