3.26667,15,3,15
2.03333,9,2.5,12
2.93333,10,2.33333,11.3333
2.23333,9,2.25,10.75
2.83333,12,2.2,11
3.56667,16,2.33333,11.8333
3.63333,12,2.42857,11.8571
3.03333,9,2.5,11.5
2.7,8,2.44444,11.1111
2.9,9,2.4,10.9
2.63333,10,2.36364,10.8182
3.1,9,2.41667,10.6667
3,12,2.46154,10.7692
3.9,8,2.5,10.5714
3.5,11,2.53333,10.6
3.66667,13,2.5625,10.75
3.5,10,2.58824,10.7059
3.66667,8,2.61111,10.5556
3.3,11,2.63158,10.5789
3.96667,12,2.65,10.65
