1.33333,10
1.3,10
1.33333,10
1.33333,10
1.33333,10
1.33333,10
1.33333,10
1.33333,8
1.33333,10
1.33333,9
1.33333,10
1.33333,10
1.33333,10
1.33333,10
1.33333,10
1.33333,9
1.33333,7
1.33333,9
1.33333,10
1.33333,10
1.33333,10
1.33333,9
1.33333,9
1.33333,10
1.33333,10
1.33333,10
1.33333,9
1.33333,9
1.33333,9
1.33333,8
1.33333,7
1.3,7
1.3,6
1.33333,7
1.33333,6
1.33333,4
1.33333,6
1.33333,4
1.33333,2
1.3,4
1.3,4
1.33333,2
1.33333,4
1.33333,0
1.3,2
1.33333,3
1.33333,1
1.3,4
1.33333,4
1.33333,2
1.33333,2
1.3,1
1.33333,2
1.33333,2
1.33333,5
1.33333,3
1.33333,0
1.33333,3
1.33333,1
1.33333,1
1.3,3
1.3,4
1.33333,2
1.33333,1
1.33333,1
1.33333,1
1.33333,0
1.33333,2
1.3,3
1.33333,1
1.33333,0
1.33333,1
1.3,1
1.33333,2
1.33333,1
1.33333,3
1.33333,0
1.33333,2
1.33333,1
1.33333,1
1.33333,1
1.33333,1
1.33333,2
1.33333,0
1.33333,3
1.33333,0
1.33333,1
1.33333,0
1.3,0
1.33333,1
1.3,2
1.33333,1
1.33333,0
1.33333,2
1.3,1
1.26667,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,2
1.26667,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.26667,0
1.33333,1
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,0
1.3,0
1.33333,0
1.33333,1
1.33333,0
1.33333,3
1.33333,1
1.3,0
1.26667,1
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.3,0
1.33333,0
1.33333,0
1.3,0
1.33333,0
1.33333,0
1.3,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.3,1
1.33333,0
1.3,0
1.33333,0
1.33333,0
1.3,1
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,1
1.33333,1
1.33333,0
1.3,0
1.33333,0
1.33333,0
1.33333,2
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.3,0
1.33333,0
1.3,0
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.33333,2
1.33333,0
1.33333,0
1.3,1
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,0
1.33333,1
1.33333,0
1.33333,0
1.33333,1
1.3,1
1.33333,0
